file,bars_ext,bars_int,match_rate,head3_ext,head3_int
019-v3.stage2.json,0,105,0.0000,,D:maj|A:maj|G:maj7
020-v1.stage2.json,0,182,0.0000,,A:min|B:maj|A:min7
020-v2.stage2.json,0,182,0.0000,,A:min|B:maj|A:min7
020-v3.stage2.json,0,182,0.0000,,A:min|B:maj|A:min7
022-v1.stage2.json,0,233,0.0000,,A#:maj|D:min|F:maj
022-v2.stage2.json,0,233,0.0000,,A#:maj|D:min|F:maj
022-v3.stage2.json,0,229,0.0000,,A#:maj|D:min|F:maj
025-v1.stage2.json,0,310,0.0000,,C#:maj|E:maj|C#:maj
025-v2.stage2.json,0,310,0.0000,,C#:maj|E:maj|C#:maj
025-v3.stage2.json,0,316,0.0000,,C#:maj|E:maj|C#:maj
029-v1.stage2.json,0,313,0.0000,,A#:maj|D#:maj|C:maj
029-v2.stage2.json,0,307,0.0000,,A#:maj|D#:maj|C:maj
029-v3.stage2.json,0,320,0.0000,,A#:maj|D#:maj|F:maj
032-v1.stage2.json,0,192,0.0000,,B:maj|B:min|F#:maj
032-v2.stage2.json,0,192,0.0000,,B:maj|B:min|F#:maj
032-v3.stage2.json,0,60,0.0000,,F#:maj|E:min|B:min
035-v1.stage2.json,0,300,0.0000,,F#:maj|C#:min7|G#:maj
035-v2.stage2.json,0,299,0.0000,,F#:maj|C#:min7|G#:maj
035-v3.stage2.json,0,299,0.0000,,F#:maj|C#:min7|G#:maj
037-v1.stage2.json,0,294,0.0000,,A:maj|E:maj|G:maj7
037-v2.stage2.json,0,295,0.0000,,A:maj|E:maj|G:maj7
037-v3.stage2.json,0,298,0.0000,,A:maj|E:maj|G:maj7
039-v1.stage2.json,0,287,0.0000,,D:maj|A#:maj|D:maj
039-v2.stage2.json,0,288,0.0000,,D:maj|A#:maj|D:maj
039-v3.stage2.json,0,288,0.0000,,D:maj|A#:maj|D:maj
041-v1.stage2.json,0,309,0.0000,,F:maj|A#:maj|F:maj
041-v2.stage2.json,0,307,0.0000,,F:maj|A:min|G:maj
041-v3.stage2.json,0,87,0.0000,,F:maj|A#:maj|G:maj
042-v1.stage2.json,0,231,0.0000,,A#:maj|C:maj|C#:maj
042-v2.stage2.json,0,231,0.0000,,A#:maj|C:maj|C#:maj
042-v3.stage2.json,0,58,0.0000,,A#:maj|C#:maj|A#:maj
043-v1.stage2.json,0,511,0.0000,,G:min|A#:maj|D:maj
043-v2.stage2.json,0,510,0.0000,,G:min|A#:maj|D:maj
043-v3.stage2.json,0,272,0.0000,,G:maj|G:min|A:min7
047-v1.stage2.json,0,217,0.0000,,G#:maj|E:maj|B:maj
047-v2.stage2.json,0,197,0.0000,,G#:maj|E:maj|B:maj
047-v3.stage2.json,0,206,0.0000,,G#:maj|E:maj|B:maj
049-v1.stage2.json,0,318,0.0000,,G#:maj|D#:maj|C#:min
049-v2.stage2.json,0,318,0.0000,,G#:maj|D#:maj|C#:min
049-v3.stage2.json,0,319,0.0000,,G#:maj|D#:maj|C#:min
054-v1.stage2.json,0,276,0.0000,,E:maj|B:maj|C#:min7
054-v2.stage2.json,0,281,0.0000,,E:maj|B:maj|C#:min7
054-v3.stage2.json,0,281,0.0000,,E:maj|B:maj|C#:min7
055-v1.stage2.json,0,327,0.0000,,E:min|G:maj|C:maj
055-v2.stage2.json,0,327,0.0000,,E:min|G:maj|C:maj
055-v3.stage2.json,0,302,0.0000,,G:maj|C:maj|E:maj
056-v1.stage2.json,0,321,0.0000,,A:maj|G:maj|D:maj
056-v2.stage2.json,0,331,0.0000,,A:maj|G:maj|D:maj
056-v3.stage2.json,0,356,0.0000,,A:maj|G:maj|D:maj
059-v1.stage2.json,0,210,0.0000,,C#:maj|D:maj|F#:maj
059-v2.stage2.json,0,214,0.0000,,B:min|F#:maj|F#:min7
059-v3.stage2.json,0,228,0.0000,,B:min|D:maj7|F#:min7
063-v1.stage2.json,0,293,0.0000,,G:maj|F#:maj|G:maj
063-v2.stage2.json,0,296,0.0000,,G:maj|F#:maj|D:maj
063-v3.stage2.json,0,293,0.0000,,G:maj|F#:maj|D:maj
064-v1.stage2.json,0,159,0.0000,,E:maj|F:maj|D#:maj
064-v2.stage2.json,0,162,0.0000,,F:maj|C:maj|D#:maj
064-v3.stage2.json,0,161,0.0000,,F:maj|C:maj|F:maj
066-v1.stage2.json,0,368,0.0000,,C#:maj|F#:maj|C#:maj
066-v2.stage2.json,0,369,0.0000,,C#:maj|F#:maj|C#:maj
066-v3.stage2.json,0,367,0.0000,,C#:maj|F#:maj|C#:maj
069-v1.stage2.json,0,311,0.0000,,G#:maj|B:maj|C#:maj
069-v2.stage2.json,0,311,0.0000,,G#:maj|D#:maj|C#:maj
069-v3.stage2.json,0,311,0.0000,,G#:maj|D#:maj|C#:maj
071-v1.stage2.json,0,207,0.0000,,D:maj|G:maj|C:maj
071-v2.stage2.json,0,206,0.0000,,D:maj|G:maj|C:maj
071-v3.stage2.json,0,206,0.0000,,D:maj|G:maj|C:maj
072-v1.stage2.json,0,234,0.0000,,D:maj|A:maj|D:maj
072-v2.stage2.json,0,242,0.0000,,D:maj|F#:maj|A:maj
072-v3.stage2.json,0,241,0.0000,,D:maj|F#:maj|A:maj
073-v1.stage2.json,0,315,0.0000,,F:maj|C:maj|G:maj
073-v2.stage2.json,0,313,0.0000,,F:maj|C:maj|G:maj
073-v3.stage2.json,0,310,0.0000,,F:maj|C:maj|G:maj
076-v1.stage2.json,0,355,0.0000,,G:maj|B:maj|G:maj
076-v2.stage2.json,0,347,0.0000,,G:maj|B:maj|G:maj
076-v3.stage2.json,0,345,0.0000,,G:maj|B:maj|G:maj
080-v1.stage2.json,0,268,0.0000,,G:maj|D:maj|E:maj
080-v2.stage2.json,0,243,0.0000,,G:maj|D:maj|E:maj
080-v3.stage2.json,0,239,0.0000,,G:maj|B:min|B:maj
081-v1.stage2.json,0,174,0.0000,,A:maj|F#:maj|D:dom7
081-v2.stage2.json,0,183,0.0000,,F#:maj|D:maj|C:maj
081-v3.stage2.json,0,181,0.0000,,F#:maj|D:maj|C:maj
082-v1.stage2.json,0,216,0.0000,,A#:maj|D:maj|A#:maj
082-v2.stage2.json,0,222,0.0000,,D:maj|G:min|G:maj
082-v3.stage2.json,0,221,0.0000,,D:maj|G:min|G:maj
083-v1.stage2.json,0,219,0.0000,,F:maj|G#:maj|C:min
083-v2.stage2.json,0,207,0.0000,,F:maj|C:maj|D#:maj
083-v3.stage2.json,0,192,0.0000,,F:maj|C:maj|D#:maj
085-v1.stage2.json,0,349,0.0000,,G#:maj|A#:maj|G#:maj
085-v2.stage2.json,0,355,0.0000,,G#:maj|A#:maj|G#:maj
085-v3.stage2.json,0,376,0.0000,,G#:maj|A#:maj|G#:maj
087-v1.stage2.json,0,203,0.0000,,D:maj|G:maj|F#:min
087-v2.stage2.json,0,207,0.0000,,D:maj|G:maj|B:maj
087-v3.stage2.json,0,207,0.0000,,D:maj|G:maj|B:maj
088-v1.stage2.json,0,211,0.0000,,C:min|D#:maj|F:maj
088-v2.stage2.json,0,236,0.0000,,G:maj|C:maj|G:maj
088-v3.stage2.json,0,227,0.0000,,G:maj|C:min|G:maj
090-v1.stage2.json,0,219,0.0000,,D#:maj|G:maj|G:min
090-v2.stage2.json,0,227,0.0000,,D#:maj|G:maj|G:min
090-v3.stage2.json,0,227,0.0000,,D#:maj|G:maj|G:min
091-v1.stage2.json,0,169,0.0000,,G#:maj7|D#:maj|G#:maj
091-v2.stage2.json,0,166,0.0000,,G#:maj|F:min|G#:maj
091-v3.stage2.json,0,167,0.0000,,G#:maj|F:min|G#:maj
095-v1.stage2.json,0,306,0.0000,,A#:maj|A:maj|D:min
095-v2.stage2.json,0,305,0.0000,,A#:maj|A:maj|D:min
095-v3.stage2.json,0,305,0.0000,,A#:maj|A:maj|D:min
096-v1.stage2.json,0,306,0.0000,,A#:maj|F:maj|A#:min
096-v2.stage2.json,0,320,0.0000,,A#:maj|F:maj|A#:min
096-v3.stage2.json,0,309,0.0000,,A#:maj|F:maj|A#:min
097-v1.stage2.json,0,246,0.0000,,A:min7|B:maj|F#:maj
097-v2.stage2.json,0,251,0.0000,,A:min7|B:maj|F#:maj
097-v3.stage2.json,0,251,0.0000,,A:min7|B:maj|F#:maj
099-v1.stage2.json,0,253,0.0000,,F:maj|B:maj|E:min
099-v2.stage2.json,0,241,0.0000,,F:maj|E:min|D:min
099-v3.stage2.json,0,137,0.0000,,C:maj7|B:min7|D:min7
100_neworleans-secondline_94_beat_4-4.stage2.json,0,0,1.0000,,
100_pop_142_beat_4-4.stage2.json,0,0,1.0000,,
100_pop_142_beat_4-4_1.stage2.json,0,0,1.0000,,
100_pop_142_beat_4-4_10.stage2.json,0,0,1.0000,,
100_pop_142_beat_4-4_11.stage2.json,0,0,1.0000,,
100_pop_142_beat_4-4_12.stage2.json,0,0,1.0000,,
100_pop_142_beat_4-4_13.stage2.json,0,0,1.0000,,
100_pop_142_beat_4-4_14.stage2.json,0,0,1.0000,,
100_pop_142_beat_4-4_15.stage2.json,0,0,1.0000,,
100_pop_142_beat_4-4_16.stage2.json,0,0,1.0000,,
100_pop_142_beat_4-4_17.stage2.json,0,0,1.0000,,
100_pop_142_beat_4-4_18.stage2.json,0,0,1.0000,,
100_pop_142_beat_4-4_19.stage2.json,0,0,1.0000,,
100_pop_142_beat_4-4_2.stage2.json,0,0,1.0000,,
100_pop_142_beat_4-4_21.stage2.json,0,0,1.0000,,
100_pop_142_beat_4-4_22.stage2.json,0,0,1.0000,,
100_pop_142_beat_4-4_23.stage2.json,0,0,1.0000,,
100_pop_142_beat_4-4_24.stage2.json,0,0,1.0000,,
100_pop_142_beat_4-4_25.stage2.json,0,0,1.0000,,
100_pop_142_beat_4-4_26.stage2.json,0,0,1.0000,,
100_pop_142_beat_4-4_28.stage2.json,0,0,1.0000,,
100_pop_142_beat_4-4_3.stage2.json,0,0,1.0000,,
100_pop_142_beat_4-4_31.stage2.json,0,0,1.0000,,
100_pop_142_beat_4-4_32.stage2.json,0,0,1.0000,,
100_pop_142_beat_4-4_33.stage2.json,0,0,1.0000,,
100_pop_142_beat_4-4_34.stage2.json,0,0,1.0000,,
100_pop_142_beat_4-4_35.stage2.json,0,0,1.0000,,
100_pop_142_beat_4-4_36.stage2.json,0,0,1.0000,,
100_pop_142_beat_4-4_37.stage2.json,0,0,1.0000,,
100_pop_142_beat_4-4_4.stage2.json,0,0,1.0000,,
100_pop_142_beat_4-4_41.stage2.json,0,0,1.0000,,
100_pop_142_beat_4-4_42.stage2.json,0,0,1.0000,,
100_pop_142_beat_4-4_43.stage2.json,0,0,1.0000,,
100_pop_142_beat_4-4_44.stage2.json,0,0,1.0000,,
100_pop_142_beat_4-4_5.stage2.json,0,0,1.0000,,
100_pop_142_beat_4-4_51.stage2.json,0,0,1.0000,,
100_pop_142_beat_4-4_52.stage2.json,0,0,1.0000,,
100_pop_142_beat_4-4_53.stage2.json,0,0,1.0000,,
100_pop_142_beat_4-4_54.stage2.json,0,0,1.0000,,
100_pop_142_beat_4-4_55.stage2.json,0,0,1.0000,,
100_pop_142_beat_4-4_56.stage2.json,0,0,1.0000,,
100_pop_142_beat_4-4_57.stage2.json,0,0,1.0000,,
100_pop_142_beat_4-4_58.stage2.json,0,0,1.0000,,
100_pop_142_beat_4-4_6.stage2.json,0,0,1.0000,,
100_pop_142_beat_4-4_8.stage2.json,0,0,1.0000,,
101_dance-disco_120_beat_4-4.stage2.json,0,0,1.0000,,
101_dance-disco_120_beat_4-4_1.stage2.json,0,0,1.0000,,
101_dance-disco_120_beat_4-4_10.stage2.json,0,0,1.0000,,
101_dance-disco_120_beat_4-4_11.stage2.json,0,0,1.0000,,
101_dance-disco_120_beat_4-4_12.stage2.json,0,0,1.0000,,
101_dance-disco_120_beat_4-4_13.stage2.json,0,0,1.0000,,
101_dance-disco_120_beat_4-4_14.stage2.json,0,0,1.0000,,
101_dance-disco_120_beat_4-4_15.stage2.json,0,0,1.0000,,
101_dance-disco_120_beat_4-4_16.stage2.json,0,0,1.0000,,
101_dance-disco_120_beat_4-4_17.stage2.json,0,0,1.0000,,
101_dance-disco_120_beat_4-4_18.stage2.json,0,0,1.0000,,
101_dance-disco_120_beat_4-4_19.stage2.json,0,0,1.0000,,
101_dance-disco_120_beat_4-4_2.stage2.json,0,0,1.0000,,
101_dance-disco_120_beat_4-4_21.stage2.json,0,0,1.0000,,
101_dance-disco_120_beat_4-4_22.stage2.json,0,0,1.0000,,
101_dance-disco_120_beat_4-4_23.stage2.json,0,0,1.0000,,
101_dance-disco_120_beat_4-4_24.stage2.json,0,0,1.0000,,
101_dance-disco_120_beat_4-4_25.stage2.json,0,0,1.0000,,
101_dance-disco_120_beat_4-4_26.stage2.json,0,0,1.0000,,
101_dance-disco_120_beat_4-4_28.stage2.json,0,0,1.0000,,
101_dance-disco_120_beat_4-4_3.stage2.json,0,0,1.0000,,
101_dance-disco_120_beat_4-4_31.stage2.json,0,0,1.0000,,
101_dance-disco_120_beat_4-4_32.stage2.json,0,0,1.0000,,
101_dance-disco_120_beat_4-4_33.stage2.json,0,0,1.0000,,
101_dance-disco_120_beat_4-4_34.stage2.json,0,0,1.0000,,
101_dance-disco_120_beat_4-4_35.stage2.json,0,0,1.0000,,
101_dance-disco_120_beat_4-4_36.stage2.json,0,0,1.0000,,
101_dance-disco_120_beat_4-4_37.stage2.json,0,0,1.0000,,
101_dance-disco_120_beat_4-4_4.stage2.json,0,0,1.0000,,
101_dance-disco_120_beat_4-4_41.stage2.json,0,0,1.0000,,
101_dance-disco_120_beat_4-4_42.stage2.json,0,0,1.0000,,
101_dance-disco_120_beat_4-4_43.stage2.json,0,0,1.0000,,
101_dance-disco_120_beat_4-4_44.stage2.json,0,0,1.0000,,
101_dance-disco_120_beat_4-4_5.stage2.json,0,0,1.0000,,
101_dance-disco_120_beat_4-4_51.stage2.json,0,0,1.0000,,
101_dance-disco_120_beat_4-4_52.stage2.json,0,0,1.0000,,
101_dance-disco_120_beat_4-4_53.stage2.json,0,0,1.0000,,
101_dance-disco_120_beat_4-4_54.stage2.json,0,0,1.0000,,
101_dance-disco_120_beat_4-4_55.stage2.json,0,0,1.0000,,
101_dance-disco_120_beat_4-4_56.stage2.json,0,0,1.0000,,
101_dance-disco_120_beat_4-4_57.stage2.json,0,0,1.0000,,
101_dance-disco_120_beat_4-4_58.stage2.json,0,0,1.0000,,
101_dance-disco_120_beat_4-4_6.stage2.json,0,0,1.0000,,
101_dance-disco_120_beat_4-4_8.stage2.json,0,0,1.0000,,
101_pop_142_beat_4-4.stage2.json,0,0,1.0000,,
101_pop_142_beat_4-4_1.stage2.json,0,0,1.0000,,
101_pop_142_beat_4-4_10.stage2.json,0,0,1.0000,,
101_pop_142_beat_4-4_11.stage2.json,0,0,1.0000,,
101_pop_142_beat_4-4_12.stage2.json,0,0,1.0000,,
101_pop_142_beat_4-4_13.stage2.json,0,0,1.0000,,
101_pop_142_beat_4-4_14.stage2.json,0,0,1.0000,,
101_pop_142_beat_4-4_15.stage2.json,0,0,1.0000,,
101_pop_142_beat_4-4_16.stage2.json,0,0,1.0000,,
101_pop_142_beat_4-4_17.stage2.json,0,0,1.0000,,
101_pop_142_beat_4-4_18.stage2.json,0,0,1.0000,,
101_pop_142_beat_4-4_19.stage2.json,0,0,1.0000,,
101_pop_142_beat_4-4_2.stage2.json,0,0,1.0000,,
101_pop_142_beat_4-4_21.stage2.json,0,0,1.0000,,
101_pop_142_beat_4-4_22.stage2.json,0,0,1.0000,,
101_pop_142_beat_4-4_23.stage2.json,0,0,1.0000,,
101_pop_142_beat_4-4_24.stage2.json,0,0,1.0000,,
101_pop_142_beat_4-4_25.stage2.json,0,0,1.0000,,
101_pop_142_beat_4-4_26.stage2.json,0,0,1.0000,,
101_pop_142_beat_4-4_28.stage2.json,0,0,1.0000,,
101_pop_142_beat_4-4_3.stage2.json,0,0,1.0000,,
101_pop_142_beat_4-4_31.stage2.json,0,0,1.0000,,
101_pop_142_beat_4-4_32.stage2.json,0,0,1.0000,,
101_pop_142_beat_4-4_33.stage2.json,0,0,1.0000,,
101_pop_142_beat_4-4_34.stage2.json,0,0,1.0000,,
101_pop_142_beat_4-4_35.stage2.json,0,0,1.0000,,
101_pop_142_beat_4-4_36.stage2.json,0,0,1.0000,,
101_pop_142_beat_4-4_37.stage2.json,0,0,1.0000,,
101_pop_142_beat_4-4_4.stage2.json,0,0,1.0000,,
101_pop_142_beat_4-4_41.stage2.json,0,0,1.0000,,
101_pop_142_beat_4-4_42.stage2.json,0,0,1.0000,,
101_pop_142_beat_4-4_43.stage2.json,0,0,1.0000,,
101_pop_142_beat_4-4_44.stage2.json,0,0,1.0000,,
101_pop_142_beat_4-4_5.stage2.json,0,0,1.0000,,
101_pop_142_beat_4-4_51.stage2.json,0,0,1.0000,,
101_pop_142_beat_4-4_52.stage2.json,0,0,1.0000,,
101_pop_142_beat_4-4_53.stage2.json,0,0,1.0000,,
101_pop_142_beat_4-4_54.stage2.json,0,0,1.0000,,
101_pop_142_beat_4-4_55.stage2.json,0,0,1.0000,,
101_pop_142_beat_4-4_56.stage2.json,0,0,1.0000,,
101_pop_142_beat_4-4_57.stage2.json,0,0,1.0000,,
101_pop_142_beat_4-4_58.stage2.json,0,0,1.0000,,
101_pop_142_beat_4-4_6.stage2.json,0,0,1.0000,,
101_pop_142_beat_4-4_8.stage2.json,0,0,1.0000,,
102_funk_95_beat_4-4.stage2.json,0,0,1.0000,,
102_funk_95_beat_4-4_1.stage2.json,0,0,1.0000,,
102_funk_95_beat_4-4_10.stage2.json,0,0,1.0000,,
102_funk_95_beat_4-4_11.stage2.json,0,0,1.0000,,
102_funk_95_beat_4-4_12.stage2.json,0,0,1.0000,,
102_funk_95_beat_4-4_13.stage2.json,0,0,1.0000,,
102_funk_95_beat_4-4_14.stage2.json,0,0,1.0000,,
102_funk_95_beat_4-4_15.stage2.json,0,0,1.0000,,
102_funk_95_beat_4-4_16.stage2.json,0,0,1.0000,,
102_funk_95_beat_4-4_17.stage2.json,0,0,1.0000,,
102_funk_95_beat_4-4_18.stage2.json,0,0,1.0000,,
102_funk_95_beat_4-4_19.stage2.json,0,0,1.0000,,
102_funk_95_beat_4-4_2.stage2.json,0,0,1.0000,,
102_funk_95_beat_4-4_21.stage2.json,0,0,1.0000,,
102_funk_95_beat_4-4_22.stage2.json,0,0,1.0000,,
102_funk_95_beat_4-4_23.stage2.json,0,0,1.0000,,
102_funk_95_beat_4-4_24.stage2.json,0,0,1.0000,,
102_funk_95_beat_4-4_25.stage2.json,0,0,1.0000,,
102_funk_95_beat_4-4_26.stage2.json,0,0,1.0000,,
102_funk_95_beat_4-4_28.stage2.json,0,0,1.0000,,
102_funk_95_beat_4-4_3.stage2.json,0,0,1.0000,,
102_funk_95_beat_4-4_31.stage2.json,0,0,1.0000,,
102_funk_95_beat_4-4_32.stage2.json,0,0,1.0000,,
102_funk_95_beat_4-4_33.stage2.json,0,0,1.0000,,
102_funk_95_beat_4-4_34.stage2.json,0,0,1.0000,,
102_funk_95_beat_4-4_35.stage2.json,0,0,1.0000,,
102_funk_95_beat_4-4_36.stage2.json,0,0,1.0000,,
102_funk_95_beat_4-4_37.stage2.json,0,0,1.0000,,
102_funk_95_beat_4-4_4.stage2.json,0,0,1.0000,,
102_funk_95_beat_4-4_41.stage2.json,0,0,1.0000,,
102_funk_95_beat_4-4_42.stage2.json,0,0,1.0000,,
102_funk_95_beat_4-4_43.stage2.json,0,0,1.0000,,
102_funk_95_beat_4-4_44.stage2.json,0,0,1.0000,,
102_funk_95_beat_4-4_5.stage2.json,0,0,1.0000,,
102_funk_95_beat_4-4_51.stage2.json,0,0,1.0000,,
102_funk_95_beat_4-4_52.stage2.json,0,0,1.0000,,
102_funk_95_beat_4-4_53.stage2.json,0,0,1.0000,,
102_funk_95_beat_4-4_54.stage2.json,0,0,1.0000,,
102_funk_95_beat_4-4_55.stage2.json,0,0,1.0000,,
102_funk_95_beat_4-4_56.stage2.json,0,0,1.0000,,
102_funk_95_beat_4-4_57.stage2.json,0,0,1.0000,,
102_funk_95_beat_4-4_58.stage2.json,0,0,1.0000,,
102_funk_95_beat_4-4_6.stage2.json,0,0,1.0000,,
102_funk_95_beat_4-4_8.stage2.json,0,0,1.0000,,
102_pop_132_beat_4-4.stage2.json,0,0,1.0000,,
102_pop_132_beat_4-4_1.stage2.json,0,0,1.0000,,
102_pop_132_beat_4-4_10.stage2.json,0,0,1.0000,,
102_pop_132_beat_4-4_11.stage2.json,0,0,1.0000,,
102_pop_132_beat_4-4_12.stage2.json,0,0,1.0000,,
102_pop_132_beat_4-4_13.stage2.json,0,0,1.0000,,
102_pop_132_beat_4-4_14.stage2.json,0,0,1.0000,,
102_pop_132_beat_4-4_15.stage2.json,0,0,1.0000,,
102_pop_132_beat_4-4_16.stage2.json,0,0,1.0000,,
102_pop_132_beat_4-4_17.stage2.json,0,0,1.0000,,
102_pop_132_beat_4-4_18.stage2.json,0,0,1.0000,,
102_pop_132_beat_4-4_19.stage2.json,0,0,1.0000,,
102_pop_132_beat_4-4_2.stage2.json,0,0,1.0000,,
102_pop_132_beat_4-4_21.stage2.json,0,0,1.0000,,
102_pop_132_beat_4-4_22.stage2.json,0,0,1.0000,,
102_pop_132_beat_4-4_23.stage2.json,0,0,1.0000,,
102_pop_132_beat_4-4_24.stage2.json,0,0,1.0000,,
102_pop_132_beat_4-4_25.stage2.json,0,0,1.0000,,
102_pop_132_beat_4-4_26.stage2.json,0,0,1.0000,,
102_pop_132_beat_4-4_28.stage2.json,0,0,1.0000,,
102_pop_132_beat_4-4_3.stage2.json,0,0,1.0000,,
102_pop_132_beat_4-4_31.stage2.json,0,0,1.0000,,
102_pop_132_beat_4-4_32.stage2.json,0,0,1.0000,,
102_pop_132_beat_4-4_33.stage2.json,0,0,1.0000,,
102_pop_132_beat_4-4_34.stage2.json,0,0,1.0000,,
102_pop_132_beat_4-4_35.stage2.json,0,0,1.0000,,
102_pop_132_beat_4-4_36.stage2.json,0,0,1.0000,,
102_pop_132_beat_4-4_37.stage2.json,0,0,1.0000,,
102_pop_132_beat_4-4_4.stage2.json,0,0,1.0000,,
102_pop_132_beat_4-4_41.stage2.json,0,0,1.0000,,
102_pop_132_beat_4-4_42.stage2.json,0,0,1.0000,,
102_pop_132_beat_4-4_43.stage2.json,0,0,1.0000,,
102_pop_132_beat_4-4_44.stage2.json,0,0,1.0000,,
102_pop_132_beat_4-4_5.stage2.json,0,0,1.0000,,
102_pop_132_beat_4-4_51.stage2.json,0,0,1.0000,,
102_pop_132_beat_4-4_52.stage2.json,0,0,1.0000,,
102_pop_132_beat_4-4_53.stage2.json,0,0,1.0000,,
102_pop_132_beat_4-4_54.stage2.json,0,0,1.0000,,
102_pop_132_beat_4-4_55.stage2.json,0,0,1.0000,,
102_pop_132_beat_4-4_56.stage2.json,0,0,1.0000,,
102_pop_132_beat_4-4_57.stage2.json,0,0,1.0000,,
102_pop_132_beat_4-4_58.stage2.json,0,0,1.0000,,
102_pop_132_beat_4-4_6.stage2.json,0,0,1.0000,,
102_pop_132_beat_4-4_8.stage2.json,0,0,1.0000,,
103-v1.stage2.json,0,283,0.0000,,D:maj|F:maj|A:maj
103-v2.stage2.json,0,283,0.0000,,D:maj|F:maj|A:maj
103-v3.stage2.json,0,283,0.0000,,D:maj|F:maj|A:maj
103_funk_95_fill_4-4.stage2.json,0,0,1.0000,,
103_funk_95_fill_4-4_1.stage2.json,0,0,1.0000,,
103_funk_95_fill_4-4_10.stage2.json,0,0,1.0000,,
103_funk_95_fill_4-4_11.stage2.json,0,0,1.0000,,
103_funk_95_fill_4-4_12.stage2.json,0,0,1.0000,,
103_funk_95_fill_4-4_13.stage2.json,0,0,1.0000,,
103_funk_95_fill_4-4_14.stage2.json,0,0,1.0000,,
103_funk_95_fill_4-4_15.stage2.json,0,0,1.0000,,
103_funk_95_fill_4-4_16.stage2.json,0,0,1.0000,,
103_funk_95_fill_4-4_17.stage2.json,0,0,1.0000,,
103_funk_95_fill_4-4_18.stage2.json,0,0,1.0000,,
103_funk_95_fill_4-4_19.stage2.json,0,0,1.0000,,
103_funk_95_fill_4-4_2.stage2.json,0,0,1.0000,,
103_funk_95_fill_4-4_21.stage2.json,0,0,1.0000,,
103_funk_95_fill_4-4_22.stage2.json,0,0,1.0000,,
103_funk_95_fill_4-4_23.stage2.json,0,0,1.0000,,
103_funk_95_fill_4-4_24.stage2.json,0,0,1.0000,,
103_funk_95_fill_4-4_25.stage2.json,0,0,1.0000,,
103_funk_95_fill_4-4_26.stage2.json,0,0,1.0000,,
103_funk_95_fill_4-4_28.stage2.json,0,0,1.0000,,
103_funk_95_fill_4-4_3.stage2.json,0,0,1.0000,,
103_funk_95_fill_4-4_31.stage2.json,0,0,1.0000,,
103_funk_95_fill_4-4_32.stage2.json,0,0,1.0000,,
103_funk_95_fill_4-4_33.stage2.json,0,0,1.0000,,
103_funk_95_fill_4-4_34.stage2.json,0,0,1.0000,,
103_funk_95_fill_4-4_35.stage2.json,0,0,1.0000,,
103_funk_95_fill_4-4_36.stage2.json,0,0,1.0000,,
